full_name,error,greenhouse,date,source_file
Julia Kamiński_48,Brak/błąd odbicia aktywności,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Kowalski_56,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Nowak_56,Brak/błąd odbicia aktywności,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Nowak_28,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Marek Kowalski_54,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Marek Dąbrowski_87,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Szymański_80,Brak/błąd odbicia przerwy,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Lewandowski_77,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Michał Wójcik_33,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Kowalski_68,Brak/błąd odbicia przerwy,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Kowalski_89,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Michał Dąbrowski_48,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Lewandowski_56,Brak/błąd odbicia końca pracy,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Lewandowski_82,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Dąbrowski_20,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Anna Nowak_19,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Ola Szymański_6,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Ola Kamiński_75,Błąd odbicia na zbiorze,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Marek Kamiński_96,Brak/błąd odbicia przerwy,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Wójcik_40,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Zając_65,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Wiśniewski_34,Brak odbicia taga,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Michał Lewandowski_15,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Kamiński_88,Brak/błąd odbicia aktywności,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Marek Kowalczyk_75,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Wójcik_73,Brak/błąd odbicia aktywności,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Szymański_8,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Zając_53,Brak/błąd odbicia przerwy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Kowalski_37,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Lewandowski_61,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Kowalski_73,Brak/błąd odbicia aktywności,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Zając_56,Brak/błąd odbicia początku pracy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Zając_61,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Zając_61,Brak/błąd odbicia przerwy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Zając_61,Brak/błąd odbicia aktywności,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Lewandowski_4,Brak odbicia aktywności na koniec pracy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Lewandowski_4,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Lewandowski_4,Brak/błąd odbicia przerwy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Lewandowski_4,Brak/błąd odbicia początku pracy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Lewandowski_4,Brak/błąd odbicia końca pracy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Lewandowski_4,Brak/błąd odbicia aktywności,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Ola Szymański_12,Brak/błąd odbicia końca pracy,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Michał Dąbrowski_27,Błąd odbicia na zbiorze,Etap 2,2026-04-01,Błędy 01.04.2026.xlsx
Anna Zając_79,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Wiśniewski_17,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Marek Kamiński_90,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Lewandowski_46,Brak/błąd odbicia przerwy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Julia Wójcik_45,Brak/błąd odbicia przerwy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Ola Lewandowski_78,Brak/błąd odbicia przerwy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Kowalczyk_13,Brak/błąd odbicia aktywności,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Michał Dąbrowski_69,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Wiśniewski_50,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Michał Wiśniewski_96,Brak/błąd odbicia aktywności,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Dąbrowski_62,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Szymański_74,Brak/błąd odbicia aktywności,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Kasia Kowalski_70,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Wiśniewski_94,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Lewandowski_76,Brak/błąd odbicia aktywności,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Anna Kowalski_22,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Anna Kowalski_22,Brak/błąd odbicia przerwy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Julia Wójcik_51,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Dąbrowski_80,Brak/błąd odbicia aktywności,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Zając_98,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Kowalski_32,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Kamiński_32,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Julia Lewandowski_39,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Marek Zając_57,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Kasia Wójcik_13,Błąd odbicia na zbiorze,Etap 3,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Wiśniewski_23,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Szymański_86,Brak/błąd odbicia aktywności,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Szymański_38,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Marek Kowalczyk_99,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Kasia Szymański_91,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Anna Dąbrowski_1,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Kowalczyk_17,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Michał Kamiński_78,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Kowalczyk_41,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Dąbrowski_49,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Kamiński_46,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Nowak_49,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Zając_19,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Wójcik_38,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Kowalski_28,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Dąbrowski_38,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Kamiński_94,Brak/błąd odbicia przerwy,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Kamiński_94,Brak/błąd odbicia aktywności,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Dąbrowski_5,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Kasia Wójcik_67,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Marek Dąbrowski_39,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Kamiński_92,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Zając_55,Brak/błąd odbicia przerwy,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Michał Zając_15,Błąd odbicia na zbiorze,Etap 4,2026-04-01,Błędy 01.04.2026.xlsx
Anna Kowalczyk_28,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Wiśniewski_80,Brak/błąd odbicia końca pracy,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Anna Wójcik_28,Brak/błąd odbicia aktywności,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Wiśniewski_68,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Kasia Kowalski_97,Brak/błąd odbicia aktywności,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Ola Zając_6,Brak/błąd odbicia aktywności,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Kowalski_62,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Kowalski_8,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Lewandowski_79,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Michał Dąbrowski_39,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Julia Dąbrowski_36,Błąd odbicia na aktywności bez rzędów,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Ola Zając_24,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Kamil Dąbrowski_2,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Anna Nowak_85,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Wójcik_35,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Szymański_5,Brak/błąd odbicia aktywności,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Michał Wiśniewski_12,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Kowalski_70,Brak/błąd odbicia aktywności,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Kasia Wiśniewski_79,Brak/błąd odbicia przerwy,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Kowalczyk_95,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Kasia Nowak_31,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Dąbrowski_83,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Wiśniewski_25,Brak/błąd odbicia aktywności,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Ewa Nowak_32,Brak/błąd odbicia przerwy,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Michał Wiśniewski_87,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Bartek Dąbrowski_43,Brak/błąd odbicia aktywności,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Ola Szymański_3,Błąd odbicia na zbiorze,Etap 5,2026-04-01,Błędy 01.04.2026.xlsx
Zofia Zając_94,Błąd odbicia na aktywności bez rzędów,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Szymański_8,Brak/błąd odbicia aktywności,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Kowalski_5,Błąd odbicia na zbiorze,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Marek Wiśniewski_90,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Julia Dąbrowski_60,Brak/błąd odbicia aktywności,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Wiśniewski_47,Brak/błąd odbicia początku pracy,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Tomek Wójcik_5,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Julia Wójcik_99,Brak/błąd odbicia początku pracy,Etap 6,2026-04-01,Błędy 01.04.2026.xlsx
Piotr Zając_2,Brak odbicia rzędów,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Kowalski_56,Błąd odbicia na zbiorze,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Wiśniewski_2,Błąd odbicia na zbiorze,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Dąbrowski_20,Brak/błąd odbicia aktywności,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Marek Kowalski_54,Błąd odbicia na zbiorze,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Marek Kowalczyk_72,Błąd odbicia na zbiorze,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Nowak_47,Błąd odbicia na zbiorze,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Lewandowski_77,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Dąbrowski_70,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Wójcik_28,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Kowalski_89,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Michał Dąbrowski_48,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Lewandowski_82,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Marek Kowalski_39,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Anna Nowak_19,Brak/błąd odbicia początku pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Dąbrowski_91,Brak/błąd odbicia przerwy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Wójcik_40,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Michał Kowalski_63,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Szymański_52,Brak/błąd odbicia początku pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Marek Lewandowski_63,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Wójcik_23,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Anna Nowak_61,Brak/błąd odbicia przerwy,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Anna Wiśniewski_91,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-04-02,Błędy 02.04.2026.xlsx
Michał Zając_39,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Anna Kowalczyk_97,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Marek Kowalczyk_75,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Szymański_8,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Anna Kowalczyk_34,Brak/błąd odbicia początku pracy,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Szymański_2,Brak/błąd odbicia przerwy,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Lewandowski_61,Brak/błąd odbicia aktywności,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Szymański_89,Brak/błąd odbicia początku pracy,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Szymański_83,Brak/błąd odbicia przerwy,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Kowalski_73,Brak/błąd odbicia aktywności,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Zając_61,Brak/błąd odbicia końca pracy,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Lewandowski_70,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Anna Lewandowski_4,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Ola Szymański_12,Brak/błąd odbicia przerwy,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Michał Dąbrowski_27,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Anna Kowalski_85,Błąd odbicia na zbiorze,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Wójcik_85,Brak/błąd odbicia początku pracy,Etap 2,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Lewandowski_46,Brak/błąd odbicia aktywności,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Marek Zając_63,Błąd odbicia na zbiorze,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Kowalski_4,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Nowak_55,Brak/błąd odbicia aktywności,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Szymański_31,Brak/błąd odbicia przerwy,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Wiśniewski_94,Brak odbicia taga,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Marek Nowak_51,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Michał Kowalczyk_72,Błąd odbicia na zbiorze,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Dąbrowski_62,Błąd odbicia na zbiorze,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Szymański_74,Brak/błąd odbicia początku pracy,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Kowalski_70,Błąd odbicia na zbiorze,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Lewandowski_76,Brak/błąd odbicia aktywności,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Anna Kowalski_22,Błąd odbicia na zbiorze,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Julia Wójcik_51,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Tomek Dąbrowski_80,Błąd odbicia na zbiorze,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Marek Zając_57,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Szymański_38,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Zając_26,Brak/błąd odbicia przerwy,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Marek Kowalczyk_99,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Ola Kowalczyk_63,Błąd odbicia na aktywności bez rzędów,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Szymański_91,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Marek Kowalski_42,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Michał Kamiński_78,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Tomek Kowalczyk_41,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Dąbrowski_49,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Kamiński_46,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Nowak_49,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Lewandowski_35,Brak/błąd odbicia początku pracy,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Michał Kamiński_93,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Nowak_5,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Zając_19,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Kowalski_28,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Wiśniewski_19,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Tomek Dąbrowski_38,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Kamiński_94,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Tomek Dąbrowski_5,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Wójcik_67,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Wójcik_50,Brak/błąd odbicia aktywności,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Marek Dąbrowski_39,Brak/błąd odbicia aktywności,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Kamiński_92,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Marek Wójcik_30,Błąd odbicia na zbiorze,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Ola Kowalski_66,Brak/błąd odbicia końca pracy,Etap 4,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Wiśniewski_68,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Kamiński_28,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Kamiński_19,Brak/błąd odbicia aktywności,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Kowalski_62,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Lewandowski_79,Brak/błąd odbicia przerwy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Ola Zając_24,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Wójcik_35,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Michał Wiśniewski_12,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Kowalski_70,Brak/błąd odbicia przerwy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Wiśniewski_79,Brak/błąd odbicia przerwy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Tomek Wójcik_5,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Kowalczyk_95,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Nowak_31,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Nowak_17,Brak/błąd odbicia przerwy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Dąbrowski_83,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Nowak_32,Brak/błąd odbicia początku pracy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Bartek Dąbrowski_43,Brak/błąd odbicia początku pracy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Ola Szymański_3,Błąd odbicia na zbiorze,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Marek Wójcik_45,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Wiśniewski_37,Brak/błąd odbicia przerwy,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Kamil Lewandowski_29,Brak/błąd odbicia aktywności,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Marek Kamiński_6,Brak/błąd odbicia aktywności,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Piotr Wiśniewski_47,Brak/błąd odbicia końca pracy,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Kasia Szymański_7,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Michał Kowalczyk_24,Brak/błąd odbicia aktywności,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Julia Wójcik_99,Brak/błąd odbicia końca pracy,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Michał Wiśniewski_69,Brak/błąd odbicia aktywności,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Ewa Wiśniewski_44,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Zofia Kowalczyk_1,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Marek Lewandowski_24,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-02,Błędy 02.04.2026.xlsx
Tomek Kowalczyk_74,Brak/błąd odbicia aktywności,Etap 1,2026-05-04,Błędy 04.05.2026.xlsx
